,item,like,user
6684,11985,0,790
6685,4153,0,790
6686,2014,1,17566
6687,767,1,17566
6688,5278,0,790
6689,12104,0,17566
6690,10171,0,790
6691,7469,0,790
6692,4942,0,790
6693,13052,0,790
6694,8474,0,790
6695,13144,0,790
6696,4686,0,790
6697,14926,0,790
6698,8964,0,17566
6699,10273,0,790
6700,11464,0,17566
6701,3490,0,790
6702,6291,0,17566
6703,2224,0,17566
6704,1207,0,790
6705,4719,0,790
6706,3453,0,790
6707,6317,1,17567
6708,4049,0,790
6709,995,1,17568
6710,263,0,790
6711,3229,1,17568
6712,935,1,17568
6713,13259,0,790
6714,12368,0,790
6715,10198,0,790
6716,2473,1,17569
6717,7902,0,790
6718,3594,0,17569
6719,11689,0,790
6720,644,1,17570
6721,606,0,790
6722,6514,0,16727
6723,3958,0,790
6724,8,1,17570
6725,4778,1,17570
6726,12814,1,16728
6727,4787,1,17570
6728,3316,1,17570
6729,2618,1,17570
6730,2235,0,17570
6731,408,0,790
6732,5046,0,790
6733,1687,0,17570
6734,7617,0,17570
6735,3614,0,790
6736,13761,0,17570
6737,10570,0,17570
6738,1090,0,790
6739,2144,0,17570
6740,11722,0,790
6741,6328,0,790
6742,6122,0,790
6743,7700,0,790
6744,11878,0,790
6745,12128,0,17570
6746,2494,1,17571
6747,3527,0,17571
6748,2607,0,790
6749,2588,0,790
6750,5936,0,790
6751,8,1,16730
6752,9076,0,790
6753,2787,0,17573
6754,406,1,17574
6755,10844,0,790
6756,10998,0,790
6757,7638,0,790
6758,8391,0,790
6759,4477,0,790
6760,1366,0,790
6761,2739,1,17577
6762,2250,0,790
6763,10905,0,17577
6764,11538,0,17578
6765,12852,0,790
6766,8328,0,790
6767,8932,0,790
6768,2581,1,17580
6769,3235,0,790
6770,12815,0,790
6771,9588,0,790
6772,9750,0,790
6773,2349,1,17582
6774,10865,0,790
6775,14290,0,790
6776,2497,0,790
6777,2624,0,17584
6778,8197,0,790
6779,4943,1,17585
6780,12659,0,790
6781,6441,1,17586
6782,10304,0,790
6783,12011,0,790
6784,4614,1,17586
6785,10948,0,790
6786,11009,0,17586
6787,3402,0,790
6788,1865,0,790
6789,6490,0,17586
6790,2927,1,17588
6791,6344,1,17589
6792,1137,0,790
6793,4652,0,790
6794,11485,0,790
6795,1543,0,790
6796,5025,0,790
6797,14068,0,17590
6798,10593,0,17590
6799,9180,0,790
6800,2682,0,790
6801,5346,1,17591
6802,6443,1,17591
6803,14606,0,790
6804,14071,0,790
6805,6432,0,790
6806,4173,1,17591
6807,4997,0,790
6808,171,1,17591
6809,11910,0,790
6810,7055,0,790
6811,2103,1,17591
6812,831,1,17591
6813,2072,0,790
6814,9303,0,17591
6815,11936,0,17591
6816,11036,0,790
6817,14707,0,790
6818,4766,0,790
6819,7765,0,790
6820,1576,0,790
6821,9105,1,16732
6822,10761,0,790
6823,14282,0,790
6824,4094,0,790
6825,3571,0,790
6826,2660,1,17592
6827,6933,1,16732
6828,14030,0,790
6829,9650,0,790
6830,6185,0,790
6831,10655,0,790
6832,1430,1,16732
6833,5056,0,17592
6834,9802,0,790
6835,8298,0,790
6836,8053,0,790
6837,3098,1,16732
6838,8906,0,790
6839,6449,1,17595
6840,13823,0,790
6841,6321,1,17596
6842,6606,0,790
6843,6738,0,790
6844,14178,0,790
6845,6322,1,17596
6846,12022,0,790
6847,1664,0,17596
6848,7961,0,17597
6849,12153,0,790
6850,13809,0,790
6851,3151,0,17598
6852,2440,0,790
6853,14708,0,790
6854,5889,1,17599
6855,3491,1,17599
6856,3527,0,790
6857,3797,0,790
6858,3270,0,790
6859,277,0,790
6860,5508,0,790
6861,2329,0,790
6862,6455,1,17599
6863,14364,0,790
6864,4148,0,790
6865,12345,0,17599
6866,9726,0,790
6867,14745,0,790
6868,13241,0,17599
6869,4897,0,790
6870,5,1,17600
6871,13193,0,790
6872,292,0,17601
6873,9881,0,790
6874,12993,0,790
6875,6254,0,790
6876,565,0,790
6877,6801,0,17602
6878,6460,1,17604
6879,3954,0,790
6880,2841,0,790
6881,7368,0,790
6882,14325,0,790
6883,10325,0,17605
6884,9577,0,790
6885,13918,0,17605
6886,3846,0,790
6887,13872,0,17606
6888,1460,1,17608
6889,14944,0,17608
6890,8,1,17609
6891,2076,0,790
6892,6465,1,17610
6893,703,1,17610
6894,4735,0,790
6895,8466,0,790
6896,6463,1,17610
6897,9200,0,790
6898,4596,0,17610
6899,3576,0,790
6900,2623,0,17610
6901,5971,0,17610
6902,8694,0,790
6903,13687,0,17610
6904,11757,0,17611
6905,5763,1,17612
6906,6868,0,17612
6907,1874,0,790
6908,5,1,17613
6909,1673,1,791
6910,7238,0,17613
6911,1675,1,791
6912,842,1,791
6913,18,1,17614
6914,11033,0,791
6915,376,1,17614
6916,14393,0,17614
6917,235,0,17614
6918,495,0,17614
6919,1676,1,792
6920,6476,1,17615
6921,1117,1,792
6922,3540,0,792
6923,6478,1,17615
6924,8300,0,792
6925,314,1,17615
6926,7412,0,792
6927,6823,0,17615
6928,3924,0,793
6929,649,0,17615
6930,845,1,794
6931,2171,0,17615
6932,3376,1,17616
6933,434,1,794
6934,3375,1,17616
6935,3964,0,17616
6936,8612,0,794
6937,13501,0,794
6938,81,1,17617
6939,13491,0,794
6940,10,1,17618
6941,848,1,795
6942,8879,0,795
6943,10485,0,17619
6944,2793,1,17620
6945,628,1,796
6946,3380,1,17620
6947,767,1,796
6948,3382,1,17620
6949,3383,1,17620
6950,5009,0,796
6951,3387,1,17620
6952,8655,0,796
6953,807,1,797
6954,6664,0,797
6955,1632,1,798
6956,5,1,798
6957,1677,1,798
6958,1678,1,798
6959,11013,0,17620
6960,1680,1,798
6961,11103,0,17620
6962,4853,0,17620
6963,11802,0,17620
6964,6734,0,17620
6965,854,1,798
6966,346,1,798
6967,4887,0,17620
6968,5,1,17622
6969,12548,0,798
6970,11067,0,798
6971,7749,0,798
6972,1854,0,798
6973,9427,0,798
6974,13007,0,798
6975,2156,0,798
6976,7990,0,798
6977,8490,0,798
6978,767,1,16732
6979,3749,1,17625
6980,2807,0,798
6981,313,1,799
6982,3918,0,799
6983,5586,0,16732
6984,855,1,800
6985,1246,0,17626
6986,4583,0,800
6987,857,1,801
6988,8024,0,801
6989,5,1,802
6990,9417,0,802
6991,858,1,803
6992,7424,0,17629
6993,3066,0,17629
6994,9562,0,803
6995,5252,0,803
6996,5146,0,803
6997,861,1,804
6998,862,1,804
6999,10165,0,17630
7000,103,1,17631
7001,5,1,805
7002,3408,1,17631
7003,3411,1,17631
7004,3100,0,805
7005,864,1,806
7006,3412,1,17631
7007,8234,0,806
7008,10665,0,17631
7009,8,1,807
7010,866,1,807
7011,867,1,807
7012,6516,0,17631
7013,2562,0,807
7014,10679,0,17631
7015,8020,0,807
7016,6024,0,17631
7017,3758,1,17632
7018,12786,0,808
7019,869,1,809
7020,1732,1,17633
7021,5,1,810
7022,870,1,810
7023,871,1,810
7024,12545,0,810
7025,7799,0,810
7026,266,1,17636
7027,3379,1,17636
7028,9490,0,811
7029,5,1,812
7030,4106,1,812
7031,1169,1,812
7032,1682,1,812
7033,8,1,17638
7034,269,1,17638
7035,1685,1,812
7036,1686,1,812
7037,3762,1,17638
7038,1688,1,812
7039,7809,0,17638
7040,7001,0,17638
7041,1691,1,812
7042,1692,1,812
7043,1693,1,812
7044,1694,1,812
7045,1695,1,812
7046,1696,1,812
7047,3764,1,17640
7048,3321,1,17640
7049,1222,1,812
7050,3892,0,17640
7051,12877,0,17640
7052,875,1,812
7053,876,1,812
7054,877,1,812
7055,2497,1,17641
7056,5975,0,812
7057,7057,0,812
7058,1062,0,812
7059,5724,0,812
7060,9422,0,16732
7061,645,1,17641
7062,8412,0,812
7063,1918,0,812
7064,7257,0,812
7065,14463,0,812
7066,13166,0,812
7067,2257,1,17641
7068,117,1,17641
7069,14405,0,812
7070,1553,1,17641
7071,3767,1,17641
7072,12939,0,812
7073,5935,0,16732
7074,1470,1,17641
7075,11551,0,17641
7076,12829,0,17641
7077,1350,0,17641
7078,14075,0,812
7079,2479,0,812
7080,2998,0,812
7081,11561,0,16732
7082,13530,0,812
7083,878,1,813
7084,1698,0,17641
7085,533,1,814
7086,2963,0,17641
7087,72,1,815
7088,3311,0,17641
7089,1982,1,17642
7090,879,1,815
7091,1745,0,815
7092,3883,0,17642
7093,5601,0,815
7094,3214,1,17643
7095,529,1,816
7096,90,1,816
7097,1736,0,816
7098,13311,0,17643
7099,881,1,817
7100,525,1,817
7101,644,1,17644
7102,11404,0,817
7103,3421,1,17644
7104,4335,0,17644
7105,3770,1,17645
7106,7264,0,819
7107,882,1,820
7108,1475,1,17645
7109,9406,0,820
7110,8931,0,17645
7111,884,1,821
7112,3771,1,17646
7113,11429,0,17646
7114,886,1,822
7115,11646,0,17647
7116,8760,0,822
7117,72,1,823
7118,1489,0,16732
7119,797,0,17648
7120,8267,0,823
7121,1491,0,17648
7122,889,1,824
7123,14737,0,824
7124,3775,1,17651
7125,5,1,825
7126,1489,0,825
7127,5,1,826
7128,8067,0,826
7129,890,1,827
7130,5604,0,827
7131,200,0,17653
7132,356,1,17654
7133,826,1,829
7134,5,1,829
7135,6102,1,829
7136,3974,0,829
7137,6851,0,829
7138,6640,0,829
7139,13758,0,17655
7140,5579,0,830
7141,892,1,831
7142,3777,1,17657
7143,12363,0,831
7144,3781,1,17657
7145,894,1,832
7146,5131,0,832
7147,895,1,833
7148,12141,0,833
7149,896,1,834
7150,3782,1,17659
7151,455,1,835
7152,14090,0,835
7153,592,1,836
7154,6037,0,16732
7155,9626,0,17660
7156,2278,0,837
7157,5,1,838
7158,9703,1,838
7159,2267,0,838
7160,13539,0,16732
7161,65,1,839
7162,898,1,839
7163,899,1,839
7164,900,1,839
7165,901,1,839
7166,13746,0,16732
7167,5005,0,17663
7168,2698,0,839
7169,4925,0,839
7170,496,1,16733
7171,13863,0,839
7172,3076,0,839
7173,1882,1,17666
7174,9438,0,839
7175,904,1,840
7176,1389,1,16733
7177,906,1,840
7178,9393,0,17666
7179,908,1,840
7180,3439,1,17667
7181,910,1,840
7182,14495,0,17667
7183,7157,0,840
7184,1427,0,840
7185,7439,0,840
7186,9671,0,17668
7187,8711,0,840
7188,12891,0,17668
7189,13885,0,840
7190,948,0,17669
7191,519,1,841
7192,18,1,17670
7193,1050,1,841
7194,10896,0,17670
7195,3169,1,17671
7196,1110,1,841
7197,5969,0,17671
7198,151,1,841
7199,4797,0,17673
7200,11260,0,17674
7201,14220,0,17675
7202,1702,1,841
7203,845,1,17676
7204,1704,1,841
7205,1705,1,841
7206,1706,1,841
7207,1707,1,841
7208,1708,1,841
7209,13990,0,17676
7210,1710,1,841
7211,5,1,17677
7212,1712,1,841
7213,10732,0,17677
7214,1714,1,841
7215,1715,1,841
7216,1716,1,841
7217,1717,1,841
7218,1718,1,841
7219,1719,1,841
7220,72,1,17680
7221,1721,1,841
7222,1722,1,841
7223,1723,1,841
7224,1724,1,841
7225,1725,1,841
7226,1726,1,841
7227,3833,0,17681
7228,1728,1,841
7229,13973,0,17682
7230,12660,0,17683
7231,1731,1,841
7232,2051,1,17684
7233,1733,1,841
7234,1734,1,841
7235,1735,1,841
7236,4307,0,17685
7237,5,1,17687
7238,1738,1,841
7239,8061,0,17687
7240,1740,1,841
7241,1741,1,841
7242,1742,1,841
7243,4323,1,17688
7244,719,1,841
7245,7114,0,17688
7246,1746,1,841
7247,1747,1,841
7248,1748,1,841
7249,772,1,17690
7250,10,1,17690
7251,1751,1,841
7252,395,1,17690
7253,1753,1,841
7254,1754,1,841
7255,1755,1,841
7256,1756,1,841
7257,1757,1,841
7258,1758,1,841
7259,445,1,17690
7260,3174,1,17690
7261,1762,1,841
7262,1763,1,841
7263,763,1,17690
7264,4972,0,17690
7265,14488,0,17690
7266,1767,1,841
7267,1768,1,841
7268,1769,1,841
7269,762,0,17690
7270,1771,1,841
7271,5964,0,17690
7272,11715,0,17690
7273,1773,1,841
7274,753,1,841
7275,1272,1,841
7276,283,1,841
7277,301,1,841
7278,12707,0,17690
7279,5454,0,17690
7280,330,1,841
7281,860,1,841
7282,866,1,841
7283,194,0,17690
7284,422,1,841
7285,1449,1,841
7286,10364,0,17690
7287,8288,0,17690
7288,14636,0,841
7289,2799,0,841
7290,7256,0,17690
7291,5096,0,841
7292,10962,0,841
7293,8883,0,841
7294,262,1,17691
7295,13323,0,841
7296,690,1,17691
7297,434,1,17691
7298,14033,0,841
7299,1220,1,17691
7300,2412,0,841
7301,967,1,17691
7302,968,1,17691
7303,5614,0,841
7304,7933,0,841
7305,10480,0,841
7306,8278,0,841
7307,10653,0,841
7308,2898,1,17691
7309,2899,1,17691
7310,2901,1,17691
7311,2904,1,17691
7312,2377,0,841
7313,9960,0,841
7314,2905,1,17691
7315,4007,0,841
7316,2906,1,17691
7317,2907,1,17691
7318,2911,1,17691
7319,2908,1,17691
7320,2159,1,17691
7321,2162,1,17691
7322,7682,0,841
7323,54,0,841
7324,1859,0,17691
7325,4140,0,841
7326,8227,0,17691
7327,9312,0,17691
7328,12984,0,17691
7329,13201,0,841
7330,5360,0,17691
7331,4981,0,841
7332,11572,0,841
7333,2231,0,841
7334,4208,0,841
7335,3233,1,16744
7336,4442,0,17691
7337,4977,0,17691
7338,11722,0,17691
7339,4379,0,841
7340,5067,0,841
7341,289,1,16744
7342,2138,0,17691
7343,12608,0,841
7344,2356,0,841
7345,899,1,16744
7346,535,0,841
7347,13244,0,841
7348,1569,0,841
7349,13639,1,16744
7350,450,0,17691
7351,2542,0,17691
7352,11180,0,841
7353,13863,0,17691
7354,14000,0,841
7355,13180,0,841
7356,13640,1,16744
7357,7151,0,17691
7358,10264,0,841
7359,73,1,16744
7360,7689,0,17691
7361,6620,0,17691
7362,8269,0,17691
7363,4199,0,841
7364,6327,0,841
7365,10503,0,17691
7366,8691,0,841
7367,4797,0,17691
7368,12568,0,841
7369,13437,0,841
7370,3460,1,17692
7371,7952,0,841
7372,4523,0,841
7373,10232,0,841
7374,1803,0,841
7375,5147,1,16744
7376,12,1,17692
7377,3470,1,17692
7378,529,1,17692
7379,3474,1,17692
7380,7152,0,841
7381,7971,0,841
7382,7545,0,841
7383,3476,1,17692
7384,912,1,842
7385,299,1,17692
7386,1851,1,17692
7387,1745,1,17692
7388,14942,0,842
7389,6762,0,16744
7390,2548,1,17692
7391,1774,1,843
7392,9892,0,843
7393,1784,1,17692
7394,916,1,844
7395,2511,0,844
7396,917,1,845
7397,3294,0,16744
7398,918,1,846
7399,1057,0,17692
7400,919,1,847
7401,8379,0,847
7402,920,1,848
7403,10121,0,848
7404,14376,0,17692
7405,9005,0,849
7406,8859,0,17692
7407,10985,0,850
7408,24,1,851
7409,5330,0,851
7410,923,1,852
7411,4765,0,852
7412,924,1,853
7413,4976,0,853
7414,925,1,854
7415,814,0,854
7416,1588,0,17692
7417,687,0,17692
7418,927,1,856
7419,7853,0,856
7420,928,1,857
7421,3080,0,17692
7422,7792,0,17692
7423,930,1,858
7424,8,1,858
7425,594,1,858
7426,437,1,858
7427,3478,1,17693
7428,3479,1,17693
7429,8535,0,858
7430,2489,1,17694
7431,11230,0,17694
7432,7025,0,858
7433,705,0,17695
7434,7,1,859
7435,11595,0,17697
7436,434,1,860
7437,931,1,860
7438,932,1,860
7439,6831,0,17697
7440,14012,0,860
7441,4360,1,17699
7442,8842,0,860
7443,4361,1,17699
7444,4363,1,17699
7445,2104,0,861
7446,5,1,862
7447,4366,1,17699
7448,793,1,17699
7449,934,1,863
7450,1052,1,17699
7451,1565,1,17699
7452,5815,0,863
7453,285,1,17699
7454,349,1,864
7455,3458,0,864
7456,936,1,865
7457,4005,1,17699
7458,11358,0,865
7459,9054,0,865
7460,433,1,17699
7461,14387,0,866
7462,3249,1,17699
7463,7155,0,867
7464,82,1,868
7465,2485,1,17699
7466,391,1,869
7467,523,1,869
7468,149,1,869
7469,163,1,869
7470,73,1,17699
7471,940,1,869
7472,699,1,869
7473,3198,1,17699
7474,579,1,869
7475,13490,0,16748
7476,495,1,869
7477,1775,1,869
7478,1777,1,869
7479,1778,1,869
7480,1776,1,869
7481,1780,1,869
7482,1781,1,869
7483,1270,1,869
7484,1783,1,869
7485,4339,1,17699
7486,1782,1,869
7487,890,0,869
7488,1934,0,869
7489,1271,1,17699
7490,13673,0,869
7491,1780,1,17699
7492,4346,1,17699
7493,12759,0,869
7494,7639,0,869
7495,7611,0,869
7496,14395,0,869
7497,11659,0,17699
7498,4320,0,869
7499,6779,0,869
7500,1875,0,869
7501,5291,0,869
7502,10541,0,869
7503,5232,0,17699
7504,9592,0,869
7505,7899,0,16751
7506,1708,0,869
7507,13217,0,869
7508,615,1,870
7509,14792,0,17699
7510,941,1,871
7511,10548,0,17699
7512,6686,0,17699
7513,12362,0,17699
7514,6027,1,873
7515,5585,0,873
7516,5,1,874
7517,12158,0,17699
7518,944,1,875
7519,14413,0,17699
7520,199,1,875
7521,943,1,875
7522,6360,0,875
7523,1714,0,875
7524,13947,0,875
7525,6906,0,875
7526,6560,1,876
7527,12578,1,876
7528,167,1,876
7529,1546,1,876
7530,9617,1,876
7531,946,1,876
7532,10605,0,17699
7533,13338,1,876
7534,12058,0,17699
7535,1169,0,17699
7536,12862,0,17699
7537,7234,0,876
7538,6938,0,876
7539,10832,0,17699
7540,2966,0,876
7541,7703,0,876
7542,4243,0,17699
7543,8586,0,876
7544,5,1,877
7545,9091,0,877
7546,13953,1,878
7547,5,1,878
7548,2237,0,17699
7549,391,1,878
7550,2719,0,17699
7551,947,1,878
7552,3494,1,17700
7553,149,1,878
7554,7359,0,17700
7555,10005,0,17700
7556,1786,1,878
7557,9639,0,878
7558,4859,0,17700
7559,5,1,17701
7560,2545,0,878
7561,9897,0,17702
7562,728,1,17703
7563,12468,0,878
7564,12216,0,878
7565,5676,0,878
7566,196,1,17704
7567,7780,0,17704
7568,12673,0,17704
7569,854,1,879
7570,9971,0,879
7571,6672,0,879
7572,950,1,880
7573,4369,1,17706
7574,3500,1,17707
7575,3502,1,17707
7576,6413,0,17707
7577,14481,0,881
7578,953,1,882
7579,670,0,882
7580,954,1,883
7581,12872,0,883
7582,685,0,17708
7583,3504,1,17710
7584,290,1,885
7585,8746,0,17710
7586,955,1,886
7587,4499,0,886
7588,5,1,887
7589,956,1,887
7590,872,1,16758
7591,1478,1,17712
7592,9120,0,887
7593,9871,0,887
7594,3509,1,17712
7595,9123,0,887
7596,956,1,888
7597,3512,1,17712
7598,959,1,889
7599,419,0,889
7600,212,1,890
7601,3514,1,17712
7602,640,1,891
7603,3517,1,17712
7604,960,1,892
7605,861,1,892
7606,3518,1,17712
7607,1939,0,892
7608,1792,1,893
7609,14446,0,17712
7610,1794,1,893
7611,1795,1,893
7612,1796,1,893
7613,1797,1,893
7614,1798,1,893
7615,1799,1,893
7616,1036,0,17712
7617,6191,0,17712
7618,786,1,893
7619,166,1,893
7620,298,1,893
7621,9850,0,17712
7622,961,1,893
7623,465,1,893
7624,349,1,893
7625,11169,0,17712
7626,4481,1,17713
7627,4482,1,17713
7628,1790,1,893
7629,1791,1,893
7630,4483,1,17713
7631,5058,0,893
7632,3575,0,893
7633,4486,1,17713
7634,510,1,17713
7635,4488,1,17713
7636,2069,0,893
7637,9891,0,893
7638,606,0,893
7639,11697,0,893
7640,4469,0,893
7641,7253,0,893
7642,1193,0,893
7643,4380,1,17713
7644,12659,0,893
7645,14164,0,893
7646,4382,1,17713
7647,10876,0,893
7648,1343,0,893
7649,9763,0,893
7650,11243,0,893
7651,4388,1,17713
7652,962,1,894
7653,4392,1,17713
7654,679,1,894
7655,11294,0,894
7656,3488,0,894
7657,870,0,894
7658,963,1,895
7659,4398,1,17713
7660,964,1,896
7661,11373,0,896
7662,514,1,897
7663,3505,1,17713
7664,125,1,898
7665,8819,0,898
7666,965,1,899
7667,10946,0,899
7668,756,1,900
7669,329,1,17713
7670,4044,1,17713
7671,717,1,17713
7672,467,1,17713
7673,854,1,17713
7674,1751,1,17713
7675,774,1,903
7676,967,1,903
7677,601,1,17713
7678,2009,1,17713
7679,970,1,903
7680,971,1,903
7681,2529,1,17713
7682,1378,1,17713
7683,3172,1,17713
7684,1899,1,17713
7685,6747,0,903
7686,110,1,17713
7687,2161,1,17713
7688,3833,1,17713
7689,14214,0,903
7690,4477,1,17713
7691,4479,1,17713
7692,7023,0,903
7693,7223,0,17713
7694,8114,0,17713
7695,11187,0,903
7696,3062,0,17713
7697,1650,1,904
7698,18,1,904
7699,4962,0,17713
7700,6275,0,904
7701,617,0,904
7702,9861,0,16760
7703,10488,0,904
7704,312,1,905
7705,8980,0,17713
7706,2688,1,906
7707,898,1,906
7708,1527,1,906
7709,772,1,906
7710,8767,0,17713
7711,519,1,906
7712,1808,1,906
7713,2302,0,16760
7714,13893,0,17713
7715,1385,0,17713
7716,1805,1,906
7717,1806,1,906
7718,1807,1,906
7719,400,1,906
7720,12729,0,16760
7721,18,1,906
7722,7014,0,17713
7723,11850,0,17713
7724,149,1,906
7725,4146,0,17713
7726,1813,1,906
7727,1811,1,906
7728,793,1,906
7729,1812,1,906
7730,11581,0,16760
7731,7838,0,16760
7732,1696,1,906
7733,163,1,906
7734,1061,1,906
7735,1196,1,906
7736,1198,1,906
7737,1201,1,906
7738,436,1,906
7739,7959,0,17713
7740,445,1,906
7741,319,1,906
7742,14763,0,17713
7743,1729,1,906
7744,579,1,906
7745,198,1,906
7746,975,1,906
7747,599,1,906
7748,9003,0,17713
7749,7357,0,17713
7750,4703,1,906
7751,8221,0,17713
7752,1801,1,906
7753,105,1,906
7754,10297,0,17713
7755,3956,0,17713
7756,1780,1,906
7757,6677,0,17713
7758,4575,0,17713
7759,9915,0,17713
7760,14247,0,17713
7761,12237,0,17713
7762,178,0,17713
7763,5772,0,906
7764,12260,0,17713
7765,12016,0,906
7766,4489,1,17714
7767,4490,1,17714
7768,1748,0,906
7769,9116,0,906
7770,10492,0,906
7771,6039,0,906
7772,3521,1,17715
7773,11637,0,906
7774,4970,0,906
7775,1588,0,906
7776,974,0,906
7777,6664,0,906
7778,7156,0,17715
7779,4428,0,906
7780,10677,0,906
7781,11053,0,906
7782,3523,1,17717
7783,8332,0,906
7784,2333,0,906
7785,8598,0,906
7786,6314,0,906
7787,9022,0,17717
7788,10780,0,17719
7789,7232,0,906
7790,1965,0,906
7791,2258,0,906
7792,11023,0,906
7793,7627,0,17719
7794,3183,0,906
7795,5071,0,906
7796,13303,0,906
7797,13413,0,906
7798,5189,0,906
7799,6516,0,906
7800,5692,0,906
7801,8814,0,906
7802,266,0,906
7803,13364,0,17722
7804,6841,0,906
7805,290,1,17723
7806,13574,0,906
7807,788,0,906
7808,8278,0,906
7809,3561,1,17724
7810,360,0,906
7811,8394,0,906
7812,3249,1,17724
7813,387,0,906
7814,4055,0,906
7815,7715,0,906
7816,9555,0,17724
7817,1814,1,907
7818,13649,0,17724
7819,4655,0,17724
7820,1209,1,17725
7821,8891,0,907
7822,5,1,908
7823,4509,1,17725
7824,1670,0,17725
7825,8731,0,17725
7826,978,1,908
7827,14932,0,17725
7828,1816,1,908
7829,11973,0,17725
7830,1818,1,908
7831,166,0,908
7832,3539,1,17727
7833,8956,0,908
7834,11062,0,908
7835,6348,0,908
7836,13265,0,908
7837,13933,0,908
7838,10639,0,17727
7839,11862,0,908
7840,3420,0,17727
7841,5511,0,17727
7842,5,1,17728
7843,981,1,910
7844,982,1,910
7845,983,1,910
7846,984,1,910
7847,940,1,17730
7848,6449,0,910
7849,14491,0,910
7850,179,1,17730
7851,13901,0,910
7852,14193,0,17730
7853,1447,0,17730
7854,2807,0,911
7855,3544,1,17732
7856,568,1,912
7857,3545,1,17732
7858,987,1,912
7859,988,1,912
7860,5661,0,912
7861,10830,0,912
7862,3292,0,17732
7863,3546,1,17733
7864,989,1,913
7865,4761,0,17733
7866,1377,1,17734
7867,993,1,914
7868,990,1,914
7869,1814,1,17734
7870,7521,0,914
7871,13909,0,914
7872,6125,0,914
7873,5157,0,914
7874,91,0,17734
7875,7656,0,915
7876,5817,0,17734
7877,6648,0,916
7878,4522,1,17735
7879,614,1,917
7880,4517,1,17735
7881,183,0,917
7882,10195,0,17735
7883,12775,0,918
7884,9621,0,17735
7885,4524,1,17736
7886,4896,0,17736
7887,1821,1,919
7888,445,1,17737
7889,11537,0,17737
7890,11552,0,919
7891,2124,0,919
7892,2181,0,17738
7893,730,1,17740
7894,996,1,920
7895,1899,1,17740
7896,2054,1,17740
7897,2992,0,921
7898,8272,0,17740
7899,3903,0,922
7900,1824,1,923
7901,998,1,923
7902,8541,0,17740
7903,972,1,17741
7904,590,1,923
7905,10699,0,17741
7906,1823,1,923
7907,823,1,17742
7908,14738,0,923
7909,3495,0,923
7910,10215,0,923
7911,13619,0,923
7912,2565,1,17744
7913,12,1,17744
7914,395,1,924
7915,8393,0,924
7916,1825,1,925
7917,173,1,16768
7918,167,1,17744
7919,1828,1,925
7920,3267,1,17744
7921,1000,1,925
7922,4657,1,16768
7923,1001,1,925
7924,3557,1,17744
7925,3559,1,17744
7926,3560,1,17744
7927,8700,0,925
7928,2395,1,16768
7929,3049,1,17744
7930,1284,0,925
7931,3563,1,17744
7932,253,1,17744
7933,1653,0,925
7934,1308,0,17744
7935,14678,0,17744
7936,12589,0,17744
7937,14456,0,927
7938,1002,1,928
7939,10561,0,16768
7940,5,1,929
7941,6113,0,17744
7942,3867,0,16768
7943,13925,0,17744
7944,6654,0,17744
7945,11773,0,17744
7946,12822,0,17744
7947,8187,0,929
7948,14612,0,17744
7949,7228,0,929
7950,3865,0,17744
7951,867,0,929
7952,90,1,930
7953,1004,1,930
7954,3544,0,930
7955,6360,0,930
7956,750,0,17744
7957,2189,0,17744
7958,10481,0,17744
7959,8965,0,17744
7960,1006,1,932
7961,1007,1,932
7962,12782,0,17745
7963,344,0,932
7964,8409,0,932
7965,4259,0,932
7966,4380,0,17746
7967,508,0,933
7968,1009,1,934
7969,5720,0,934
7970,1010,1,935
7971,11817,0,935
7972,5,1,936
7973,1993,0,936
7974,1891,0,17749
7975,5079,0,937
7976,1011,1,938
7977,4914,0,17751
7978,1012,1,939
7979,4124,0,939
7980,659,1,940
7981,10319,0,17752
7982,601,1,941
7983,4544,1,17753
7984,223,1,17753
7985,13978,0,941
7986,101,1,17753
7987,1818,0,942
7988,5,1,16769
7989,4442,1,17753
7990,1015,1,944
7991,11823,0,17753
7992,1016,1,945
7993,12781,0,945
7994,1017,1,946
7995,349,1,16769
7996,231,1,947
7997,12073,0,947
7998,12822,1,16769
7999,14384,0,17753
8000,13522,0,17753
8001,1617,0,17753
8002,4549,1,17754
8003,9016,0,17754
8004,4551,1,17755
8005,13259,0,17755
8006,2690,0,17756
8007,1020,1,951
8008,226,1,17757
8009,3877,1,17757
8010,3788,1,17757
8011,9693,0,951
8012,5,1,952
8013,2052,1,17757
8014,9639,0,17757
8015,14526,0,953
8016,1833,1,954
8017,4555,1,17758
8018,5397,0,16769
8019,487,1,954
8020,3373,0,17758
8021,4556,1,17759
8022,2382,1,17759
8023,13368,0,954
8024,32,1,955
8025,3505,1,16770
8026,1834,1,955
8027,5965,0,17761
8028,4821,0,16770
8029,1817,1,17762
8030,1837,1,955
8031,1023,1,955
8032,11320,0,955
8033,14589,0,17763
8034,13077,0,955
8035,3588,1,17764
8036,445,1,17764
8037,420,0,955
8038,2226,0,955
8039,3559,0,955
8040,1024,1,956
8041,5433,0,956
8042,3221,0,17764
8043,11730,0,957
8044,7202,0,17764
8045,3842,0,17764
8046,1028,1,958
8047,4558,1,17765
8048,1163,1,958
8049,651,1,958
8050,3601,1,17766
8051,269,1,958
8052,3605,1,17766
8053,3444,1,17766
8054,5787,1,958
8055,1065,1,958
8056,3608,1,17766
8057,1839,1,958
